,gene,chromosome,start,stop,W/C,start_promoter,promoter_median,start_tss,max_frecuency(YPD),freq_total(sum),count_samples(freq),GC_start-100,GC_tss-100,GC_start-200,GC_tss-200,GC_start-300,GC_tss-300,GC_start-400,GC_tss-400,GC_start-500,GC_tss-500,GC_start-600,GC_tss-600
YLR178C,TFS1,12,513821.0,513162.0,-1,514421.0,514121.0,514383.0,4.0,38.0,74.0,40.0,53.0,78.0,102.0,117.0,148.0,164.0,188.0,214.0,227.0,263.0,258.0
YLR180W,SAM1,12,515262.0,516410.0,1,514662.0,514962.0,515206.0,800.0,4857.0,508.0,27.0,35.0,64.0,72.0,105.0,108.0,138.0,148.0,179.0,185.0,218.0,232.0
YLR181C,VTA1,12,517670.0,516678.0,-1,518270.0,517970.0,517737.0,37.0,465.0,220.0,26.0,30.0,50.0,57.0,85.0,106.0,131.0,148.0,173.0,181.0,208.0,223.0
YLR182W,SWI6,12,517940.0,520351.0,1,517340.0,517640.0,517907.0,23.0,109.0,102.0,29.0,24.0,58.0,51.0,87.0,89.0,130.0,132.0,175.0,173.0,205.0,205.0
YLR183C,TOS4,12,522012.0,520543.0,-1,522612.0,522312.0,522059.0,12.0,134.0,122.0,32.0,33.0,68.0,70.0,99.0,100.0,145.0,154.0,202.0,205.0,236.0,232.0
YLR185W,RPL37A,12,522663.0,523288.0,1,522063.0,522363.0,522642.0,5602.0,10587.0,400.0,26.0,30.0,75.0,84.0,131.0,136.0,162.0,165.0,197.0,206.0,229.0,236.0
YLR186W,EMG1,12,523632.0,524390.0,1,523032.0,523332.0,523575.0,41.0,885.0,369.0,42.0,35.0,74.0,65.0,101.0,90.0,133.0,132.0,178.0,179.0,222.0,214.0
YLR187W,SKG3,12,524865.0,527945.0,1,524265.0,524565.0,524634.0,1.0,5.0,13.0,36.0,35.0,75.0,79.0,108.0,114.0,154.0,158.0,185.0,201.0,229.0,231.0
YLR188W,MDL1,12,528300.0,530387.0,1,527700.0,528000.0,528227.0,19.0,279.0,144.0,40.0,40.0,79.0,70.0,104.0,91.0,132.0,137.0,180.0,174.0,213.0,216.0
YLR189C,ATG26,12,534393.0,530797.0,-1,534993.0,534693.0,534453.0,2.0,5.0,6.0,33.0,35.0,69.0,71.0,103.0,105.0,140.0,138.0,166.0,168.0,200.0,207.0
YLR190W,MMR1,12,535214.0,536689.0,1,534614.0,534914.0,534787.0,7.0,123.0,162.0,23.0,35.0,58.0,70.0,95.0,107.0,124.0,141.0,159.0,191.0,195.0,239.0
YLR191W,PEX13,12,537272.0,538432.0,1,536672.0,536972.0,537223.0,7.0,99.0,122.0,35.0,35.0,67.0,61.0,94.0,96.0,128.0,128.0,166.0,170.0,198.0,205.0
YLR192C,HCR1,12,539589.0,538792.0,-1,540189.0,539889.0,539638.0,197.0,1047.0,443.0,29.0,35.0,66.0,69.0,92.0,95.0,131.0,138.0,170.0,176.0,213.0,217.0
YLR193C,UPS1,12,540536.0,540009.0,-1,541136.0,540836.0,540589.0,28.0,394.0,222.0,34.0,34.0,70.0,63.0,103.0,110.0,154.0,153.0,198.0,202.0,243.0,248.0
YLR195C,NMT1,12,543304.0,541937.0,-1,543904.0,543604.0,543335.0,23.0,519.0,347.0,35.0,35.0,68.0,70.0,101.0,102.0,131.0,135.0,166.0,166.0,201.0,203.0
YLR196W,PWP1,12,543968.0,545698.0,1,543368.0,543668.0,543894.0,67.0,1046.0,376.0,30.0,35.0,65.0,66.0,96.0,99.0,127.0,132.0,166.0,163.0,196.0,200.0
YLR197W,NOP56,12,546097.0,547611.0,1,545497.0,545797.0,546061.0,119.0,907.0,340.0,33.0,29.0,59.0,57.0,89.0,87.0,118.0,119.0,158.0,153.0,193.0,189.0
YLR199C,PBA1,12,548769.0,547853.0,-1,549369.0,549069.0,548809.0,10.0,176.0,173.0,38.0,36.0,67.0,68.0,99.0,100.0,133.0,139.0,171.0,178.0,215.0,221.0
YLR200W,YKE2,12,549012.0,549356.0,1,548412.0,548712.0,548984.0,111.0,831.0,377.0,32.0,28.0,66.0,66.0,99.0,96.0,130.0,134.0,173.0,174.0,210.0,211.0
YLR201C,COQ9,12,550293.0,549511.0,-1,550893.0,550593.0,550320.0,125.0,387.0,158.0,33.0,34.0,69.0,70.0,98.0,97.0,139.0,136.0,174.0,176.0,210.0,214.0
YLR203C,MSS51,12,551960.0,550650.0,-1,552560.0,552260.0,552016.0,430.0,3675.0,700.0,38.0,40.0,79.0,79.0,127.0,135.0,177.0,180.0,224.0,224.0,261.0,263.0
YLR204W,QRI5,12,552270.0,552605.0,1,551670.0,551970.0,552240.0,73.0,488.0,183.0,44.0,45.0,85.0,85.0,126.0,126.0,174.0,176.0,227.0,231.0,279.0,280.0
YLR205C,HMX1,12,553677.0,552724.0,-1,554277.0,553977.0,553715.0,3.0,13.0,27.0,37.0,44.0,85.0,90.0,141.0,145.0,188.0,195.0,238.0,243.0,282.0,283.0
YLR207W,HRD3,12,556788.0,559289.0,1,556188.0,556488.0,556724.0,13.0,117.0,80.0,34.0,42.0,79.0,80.0,113.0,106.0,141.0,151.0,183.0,187.0,229.0,233.0
YLR208W,SEC13,12,559551.0,560444.0,1,558951.0,559251.0,559461.0,18.0,639.0,494.0,34.0,43.0,74.0,77.0,115.0,127.0,164.0,170.0,207.0,219.0,253.0,262.0
YLR209C,PNP1,12,561732.0,560797.0,-1,562332.0,562032.0,561738.0,17.0,268.0,234.0,39.0,39.0,67.0,66.0,109.0,111.0,147.0,147.0,181.0,183.0,218.0,218.0
YLR210W,CLB4,12,562008.0,563390.0,1,561408.0,561708.0,561943.0,3.0,41.0,64.0,37.0,27.0,71.0,69.0,106.0,105.0,145.0,149.0,192.0,193.0,234.0,229.0
YLR211C,ATG38,12,564531.0,563792.0,-1,565131.0,564831.0,564581.0,8.0,35.0,34.0,38.0,37.0,74.0,72.0,106.0,105.0,147.0,150.0,190.0,189.0,226.0,228.0
YLR212C,TUB4,12,566281.0,564860.0,-1,566881.0,566581.0,566296.0,39.0,256.0,204.0,28.0,29.0,62.0,63.0,89.0,95.0,133.0,134.0,175.0,177.0,212.0,217.0
YLR213C,CRR1,12,567922.0,566654.0,-1,568522.0,568222.0,567922.0,8.0,95.0,75.0,29.0,29.0,63.0,63.0,103.0,103.0,141.0,141.0,180.0,180.0,215.0,215.0
YLR214W,FRE1,12,568567.0,570627.0,1,567967.0,568267.0,568518.0,41.0,207.0,115.0,43.0,35.0,80.0,75.0,114.0,112.0,157.0,153.0,193.0,185.0,223.0,215.0
YLR215C,CDC123,12,571858.0,570776.0,-1,572458.0,572158.0,571900.0,6.0,59.0,64.0,39.0,36.0,71.0,66.0,97.0,98.0,136.0,144.0,186.0,184.0,216.0,212.0
YLR216C,CPR6,12,573211.0,572096.0,-1,573811.0,573511.0,573242.0,216.0,1178.0,324.0,36.0,38.0,73.0,74.0,113.0,116.0,162.0,166.0,211.0,214.0,257.0,260.0
YLR218C,COA4,12,573918.0,573466.0,-1,574518.0,574218.0,573999.0,1.0,1.0,1.0,41.0,31.0,70.0,64.0,105.0,112.0,156.0,160.0,209.0,218.0,260.0,262.0
YLR219W,MSC3,12,574151.0,576337.0,1,573551.0,573851.0,573956.0,67.0,153.0,66.0,29.0,38.0,64.0,84.0,103.0,131.0,148.0,182.0,195.0,225.0,246.0,261.0
YLR220W,CCC1,12,576825.0,577793.0,1,576225.0,576525.0,576672.0,36.0,469.0,266.0,29.0,23.0,52.0,69.0,92.0,91.0,119.0,131.0,154.0,176.0,196.0,224.0
YLR221C,RSA3,12,579024.0,578362.0,-1,579624.0,579324.0,579069.0,67.0,372.0,183.0,31.0,32.0,66.0,60.0,96.0,98.0,133.0,135.0,168.0,166.0,200.0,205.0
YLR222C,UTP13,12,581771.0,579318.0,-1,582371.0,582071.0,581790.0,90.0,363.0,151.0,40.0,38.0,78.0,78.0,112.0,107.0,137.0,135.0,167.0,167.0,206.0,209.0
YLR224W,UCC1,12,586464.0,587573.0,1,585864.0,586164.0,586174.0,19.0,268.0,205.0,40.0,42.0,78.0,80.0,117.0,111.0,161.0,141.0,202.0,172.0,227.0,199.0
YLR226W,BUR2,12,589354.0,590541.0,1,588754.0,589054.0,589353.0,4.0,48.0,80.0,27.0,27.0,58.0,58.0,92.0,93.0,119.0,120.0,155.0,155.0,186.0,186.0
YLR227C,ADY4,12,592043.0,590562.0,-1,592643.0,592343.0,592381.0,2.0,11.0,20.0,33.0,34.0,73.0,69.0,118.0,109.0,157.0,135.0,188.0,165.0,230.0,198.0
YLR228C,ECM22,12,602463.0,600019.0,-1,603063.0,602763.0,602666.0,7.0,32.0,61.0,30.0,32.0,75.0,73.0,106.0,116.0,148.0,152.0,191.0,183.0,226.0,222.0
YLR229C,CDC42,12,604787.0,604212.0,-1,605387.0,605087.0,604996.0,209.0,1642.0,532.0,28.0,39.0,62.0,82.0,99.0,109.0,144.0,159.0,171.0,193.0,220.0,231.0
YLR231C,BNA5,12,607119.0,605758.0,-1,607719.0,607419.0,607146.0,33.0,485.0,321.0,26.0,28.0,70.0,76.0,111.0,115.0,158.0,162.0,200.0,202.0,242.0,241.0
YLR233C,EST1,12,609524.0,607425.0,-1,610124.0,609824.0,609539.0,6.0,24.0,21.0,35.0,35.0,72.0,74.0,114.0,115.0,158.0,160.0,209.0,208.0,249.0,249.0
YLR234W,TOP3,12,609783.0,611753.0,1,609183.0,609483.0,609743.0,4.0,29.0,39.0,42.0,41.0,78.0,74.0,109.0,110.0,150.0,150.0,184.0,183.0,223.0,214.0
YLR237W,THI7,12,612367.0,614163.0,1,611767.0,612067.0,612300.0,32.0,169.0,104.0,32.0,30.0,61.0,61.0,100.0,109.0,150.0,163.0,208.0,217.0,252.0,262.0
YLR238W,FAR10,12,614755.0,616191.0,1,614155.0,614455.0,614677.0,25.0,235.0,157.0,40.0,32.0,70.0,63.0,104.0,95.0,136.0,118.0,155.0,144.0,183.0,180.0
YLR239C,LIP2,12,617318.0,616332.0,-1,617918.0,617618.0,617348.0,39.0,157.0,66.0,34.0,34.0,71.0,70.0,110.0,111.0,149.0,144.0,186.0,186.0,222.0,217.0
YLR240W,VPS34,12,617533.0,620160.0,1,616933.0,617233.0,617485.0,4.0,20.0,32.0,34.0,34.0,67.0,73.0,116.0,118.0,155.0,151.0,186.0,180.0,221.0,219.0
YLR241W,CSC1,12,620473.0,622821.0,1,619873.0,620173.0,620418.0,14.0,122.0,98.0,37.0,42.0,66.0,62.0,92.0,94.0,129.0,130.0,165.0,164.0,197.0,203.0
YLR242C,ARV1,12,623883.0,622918.0,-1,624483.0,624183.0,623992.0,15.0,141.0,105.0,40.0,32.0,74.0,63.0,103.0,105.0,145.0,141.0,181.0,182.0,222.0,222.0
YLR243W,GPN3,12,624203.0,625021.0,1,623603.0,623903.0,624125.0,8.0,113.0,133.0,30.0,30.0,63.0,69.0,103.0,111.0,146.0,145.0,180.0,185.0,216.0,216.0
YLR244C,MAP1,12,626331.0,625168.0,-1,626931.0,626631.0,626349.0,1664.0,5285.0,425.0,23.0,21.0,54.0,62.0,96.0,105.0,147.0,153.0,185.0,191.0,233.0,237.0
YLR245C,CDD1,12,626930.0,626502.0,-1,627530.0,627230.0,626948.0,14.0,95.0,71.0,35.0,37.0,73.0,75.0,117.0,120.0,157.0,163.0,203.0,204.0,243.0,241.0
YLR246W,ERF2,12,627118.0,628197.0,1,626518.0,626818.0,627117.0,18.0,64.0,55.0,37.0,38.0,70.0,71.0,121.0,121.0,156.0,156.0,207.0,208.0,251.0,252.0
YLR248W,RCK2,12,634252.0,636084.0,1,633652.0,633952.0,634181.0,261.0,3057.0,505.0,31.0,29.0,62.0,64.0,100.0,93.0,126.0,127.0,162.0,167.0,201.0,207.0
YLR249W,YEF3,12,636780.0,639914.0,1,636180.0,636480.0,636740.0,659.0,4031.0,409.0,30.0,27.0,58.0,52.0,88.0,92.0,120.0,127.0,161.0,166.0,197.0,195.0
YLR250W,SSP120,12,640317.0,641021.0,1,639717.0,640017.0,640273.0,21.0,215.0,141.0,27.0,31.0,65.0,66.0,93.0,87.0,112.0,116.0,150.0,157.0,193.0,203.0
YLR251W,SYM1,12,641464.0,642057.0,1,640864.0,641164.0,641451.0,1.0,1.0,1.0,29.0,31.0,57.0,62.0,94.0,96.0,127.0,128.0,158.0,161.0,193.0,195.0
YLR253W,MCP2,12,642627.0,644336.0,1,642027.0,642327.0,642554.0,99.0,392.0,139.0,37.0,39.0,72.0,73.0,110.0,107.0,144.0,149.0,186.0,182.0,222.0,218.0
YLR254C,NDL1,12,644973.0,644404.0,-1,645573.0,645273.0,645062.0,6.0,96.0,138.0,42.0,28.0,66.0,53.0,96.0,93.0,133.0,135.0,178.0,182.0,223.0,219.0
YLR258W,GSY2,12,660716.0,662833.0,1,660116.0,660416.0,660649.0,46.0,173.0,160.0,31.0,28.0,64.0,76.0,112.0,127.0,164.0,179.0,217.0,223.0,256.0,268.0
YLR259C,HSP60,12,665002.0,663284.0,-1,665602.0,665302.0,665036.0,1371.0,8543.0,1304.0,33.0,32.0,73.0,78.0,114.0,118.0,154.0,162.0,190.0,190.0,222.0,227.0
YLR260W,LCB5,12,665844.0,667907.0,1,665244.0,665544.0,665716.0,42.0,259.0,186.0,31.0,42.0,68.0,75.0,105.0,109.0,134.0,148.0,177.0,189.0,218.0,230.0
YLR261C,VPS63,12,668563.0,668237.0,-1,669163.0,668863.0,668843.0,2.0,10.0,26.0,30.0,31.0,62.0,65.0,99.0,105.0,134.0,139.0,168.0,175.0,210.0,201.0
YLR262C-A,TMA7,12,669662.0,669468.0,-1,670262.0,669962.0,669684.0,772.0,4532.0,629.0,32.0,36.0,69.0,77.0,113.0,112.0,153.0,151.0,180.0,183.0,221.0,217.0
YLR263W,RED1,12,670340.0,672823.0,1,669740.0,670040.0,669842.0,2.0,10.0,15.0,33.0,32.0,72.0,72.0,103.0,115.0,140.0,148.0,186.0,174.0,217.0,210.0
YLR264W,RPS28B,12,673131.0,673334.0,1,672531.0,672831.0,673109.0,1043.0,3565.0,391.0,31.0,32.0,64.0,67.0,95.0,93.0,132.0,132.0,159.0,158.0,184.0,189.0
YLR266C,PDR8,12,677724.0,675619.0,-1,678324.0,678024.0,677747.0,5.0,25.0,36.0,48.0,52.0,94.0,91.0,140.0,137.0,169.0,169.0,209.0,207.0,246.0,245.0
YLR267W,BOP2,12,678212.0,679924.0,1,677612.0,677912.0,678142.0,7.0,15.0,23.0,37.0,30.0,68.0,77.0,114.0,117.0,161.0,168.0,208.0,216.0,250.0,255.0
YLR268W,SEC22,12,680200.0,680844.0,1,679600.0,679900.0,680149.0,13.0,272.0,161.0,38.0,30.0,66.0,54.0,96.0,95.0,136.0,133.0,175.0,173.0,214.0,210.0
YLR270W,DCS1,12,681186.0,682238.0,1,680586.0,680886.0,681094.0,9.0,51.0,74.0,27.0,36.0,66.0,76.0,105.0,120.0,147.0,159.0,186.0,200.0,229.0,237.0
YLR272C,YCS4,12,687202.0,683672.0,-1,687802.0,687502.0,687254.0,4.0,5.0,5.0,35.0,35.0,69.0,64.0,92.0,87.0,110.0,107.0,142.0,142.0,179.0,175.0
YLR273C,PIG1,12,691029.0,689083.0,-1,691629.0,691329.0,691258.0,4.0,23.0,48.0,31.0,37.0,63.0,77.0,101.0,108.0,143.0,142.0,173.0,177.0,211.0,213.0
YLR274W,MCM5,12,691555.0,693882.0,1,690955.0,691255.0,691535.0,6.0,39.0,34.0,31.0,31.0,73.0,75.0,109.0,109.0,147.0,143.0,179.0,175.0,212.0,212.0
YLR275W,SMD2,12,694378.0,694800.0,1,693778.0,694078.0,694323.0,7.0,34.0,34.0,39.0,34.0,74.0,71.0,104.0,98.0,134.0,123.0,161.0,160.0,200.0,197.0
YLR276C,DBP9,12,696830.0,695046.0,-1,697430.0,697130.0,696926.0,19.0,168.0,132.0,32.0,30.0,60.0,58.0,89.0,96.0,126.0,126.0,157.0,159.0,191.0,199.0
YLR277C,YSH1,12,699495.0,697156.0,-1,700095.0,699795.0,699643.0,6.0,51.0,61.0,24.0,35.0,59.0,65.0,96.0,87.0,119.0,113.0,135.0,155.0,176.0,193.0
YLR284C,ECI1,12,707040.0,706198.0,-1,707640.0,707340.0,707088.0,6.0,49.0,73.0,35.0,36.0,77.0,68.0,109.0,107.0,152.0,148.0,194.0,193.0,236.0,234.0
YLR285W,NNT1,12,707360.0,708145.0,1,706760.0,707060.0,707354.0,31.0,388.0,197.0,34.0,32.0,72.0,74.0,109.0,109.0,143.0,143.0,174.0,175.0,217.0,217.0
YLR286C,CTS1,12,710136.0,708448.0,-1,710736.0,710436.0,710367.0,1246.0,4168.0,722.0,23.0,36.0,49.0,76.0,81.0,111.0,121.0,153.0,153.0,187.0,195.0,226.0
YLR287C-A,RPS30A,12,713158.0,712537.0,-1,713758.0,713458.0,713177.0,274.0,2970.0,609.0,36.0,36.0,71.0,68.0,109.0,113.0,149.0,154.0,194.0,197.0,235.0,237.0
YLR288C,MEC3,12,714904.0,713480.0,-1,715504.0,715204.0,714922.0,3.0,37.0,75.0,27.0,31.0,65.0,68.0,107.0,109.0,148.0,152.0,182.0,185.0,224.0,227.0
YLR289W,GUF1,12,715089.0,717026.0,1,714489.0,714789.0,715059.0,3.0,19.0,31.0,37.0,34.0,63.0,65.0,96.0,97.0,136.0,136.0,168.0,171.0,205.0,211.0
YLR290C,COQ11,12,717978.0,717145.0,-1,718578.0,718278.0,718000.0,12.0,76.0,85.0,25.0,28.0,60.0,57.0,78.0,75.0,109.0,109.0,140.0,141.0,182.0,184.0
YLR291C,GCD7,12,719462.0,718317.0,-1,720062.0,719762.0,719494.0,13.0,196.0,128.0,40.0,33.0,76.0,72.0,107.0,105.0,147.0,148.0,194.0,194.0,231.0,234.0
YLR292C,SEC72,12,720370.0,719789.0,-1,720970.0,720670.0,720384.0,32.0,484.0,227.0,33.0,35.0,64.0,63.0,89.0,88.0,120.0,118.0,158.0,162.0,201.0,202.0
YLR293C,GSP1,12,721430.0,720771.0,-1,722030.0,721730.0,721467.0,323.0,5536.0,1270.0,29.0,35.0,58.0,69.0,100.0,101.0,121.0,131.0,155.0,161.0,191.0,202.0
YLR295C,ATP14,12,722373.0,721999.0,-1,722973.0,722673.0,722412.0,62.0,760.0,670.0,41.0,37.0,76.0,75.0,110.0,108.0,145.0,146.0,184.0,175.0,222.0,225.0
YLR298C,YHC1,12,725416.0,724721.0,-1,726016.0,725716.0,725421.0,21.0,186.0,117.0,39.0,39.0,80.0,77.0,102.0,99.0,148.0,148.0,186.0,184.0,221.0,220.0
YLR299W,ECM38,12,726069.0,728051.0,1,725469.0,725769.0,725876.0,2.0,17.0,33.0,36.0,39.0,74.0,76.0,115.0,104.0,149.0,140.0,178.0,182.0,215.0,223.0
YLR300W,EXG1,12,728955.0,730301.0,1,728355.0,728655.0,728857.0,152.0,1290.0,488.0,28.0,27.0,56.0,62.0,90.0,111.0,140.0,167.0,197.0,215.0,243.0,258.0
YLR301W,HRI1,12,730825.0,731559.0,1,730225.0,730525.0,730795.0,309.0,1813.0,246.0,31.0,39.0,80.0,83.0,106.0,107.0,131.0,132.0,158.0,166.0,199.0,204.0
YLR303W,MET17,12,732542.0,733876.0,1,731942.0,732242.0,732501.0,86.0,700.0,316.0,37.0,35.0,72.0,76.0,115.0,118.0,155.0,158.0,191.0,186.0,215.0,215.0
YLR304C,ACO1,12,737548.0,735212.0,-1,738148.0,737848.0,737587.0,12.0,137.0,191.0,31.0,35.0,69.0,80.0,111.0,122.0,165.0,178.0,212.0,211.0,242.0,251.0
YLR306W,UBC12,12,744151.0,744851.0,1,743551.0,743851.0,744084.0,8.0,70.0,67.0,27.0,37.0,62.0,64.0,93.0,106.0,132.0,135.0,162.0,177.0,202.0,214.0
YLR307W,CDA1,12,745620.0,746525.0,1,745020.0,745320.0,745543.0,1.0,1.0,2.0,29.0,35.0,66.0,68.0,96.0,96.0,128.0,134.0,161.0,158.0,190.0,197.0
YLR309C,IMH1,12,751769.0,749034.0,-1,752369.0,752069.0,751822.0,2.0,12.0,26.0,35.0,37.0,68.0,62.0,90.0,94.0,126.0,123.0,156.0,152.0,194.0,198.0
YLR312C,ATG39,12,758833.0,757637.0,-1,759433.0,759133.0,759027.0,2.0,10.0,82.0,42.0,48.0,76.0,113.0,125.0,147.0,185.0,183.0,220.0,222.0,254.0,262.0
YLR312W-A,MRPL15,12,759480.0,760241.0,1,758880.0,759180.0,759468.0,173.0,992.0,251.0,38.0,37.0,68.0,68.0,118.0,118.0,177.0,177.0,213.0,212.0,253.0,251.0
YLR313C,SPH1,12,762342.0,760750.0,-1,762942.0,762642.0,762394.0,4.0,30.0,59.0,23.0,23.0,48.0,48.0,83.0,86.0,112.0,114.0,141.0,144.0,172.0,176.0
YLR314C,CDC3,12,764137.0,762575.0,-1,764737.0,764437.0,764202.0,67.0,440.0,290.0,38.0,35.0,78.0,78.0,120.0,116.0,161.0,159.0,195.0,201.0,244.0,238.0
YLR315W,NKP2,12,764808.0,765269.0,1,764208.0,764508.0,764754.0,3.0,27.0,40.0,34.0,47.0,78.0,79.0,119.0,123.0,158.0,166.0,198.0,204.0,235.0,240.0
YLR316C,TAD3,12,766358.0,765266.0,-1,766958.0,766658.0,766382.0,42.0,263.0,168.0,32.0,33.0,54.0,54.0,89.0,90.0,130.0,132.0,163.0,167.0,200.0,200.0
YLR318W,EST2,12,766542.0,769196.0,1,765942.0,766242.0,766523.0,0.0,0.0,1.0,21.0,24.0,54.0,56.0,86.0,88.0,118.0,119.0,146.0,149.0,192.0,190.0
YLR319C,BUD6,12,771684.0,769318.0,-1,772284.0,771984.0,771755.0,3.0,18.0,24.0,35.0,40.0,71.0,72.0,107.0,108.0,145.0,154.0,193.0,200.0,234.0,236.0
YLR321C,SFH1,12,777864.0,776584.0,-1,778464.0,778164.0,777879.0,25.0,215.0,171.0,28.0,30.0,63.0,61.0,104.0,102.0,145.0,142.0,184.0,183.0,231.0,230.0
YLR322W,VPS65,12,777628.0,777942.0,1,777028.0,777328.0,777593.0,1.0,2.0,2.0,40.0,41.0,87.0,90.0,127.0,128.0,167.0,167.0,206.0,205.0,246.0,245.0
YLR323C,CWC24,12,778952.0,778173.0,-1,779552.0,779252.0,778979.0,16.0,121.0,90.0,43.0,48.0,87.0,89.0,129.0,134.0,178.0,178.0,223.0,221.0,258.0,258.0
YLR324W,PEX30,12,779215.0,780786.0,1,778615.0,778915.0,779148.0,63.0,245.0,155.0,43.0,46.0,84.0,86.0,125.0,123.0,166.0,165.0,203.0,204.0,248.0,250.0
YLR325C,RPL38,12,781379.0,781143.0,-1,781979.0,781679.0,781400.0,3791.0,14738.0,796.0,22.0,21.0,63.0,64.0,104.0,105.0,144.0,148.0,183.0,183.0,214.0,217.0
YLR327C,TMA10,12,783387.0,783127.0,-1,783987.0,783687.0,783461.0,5.0,14.0,255.0,23.0,35.0,60.0,76.0,102.0,128.0,158.0,182.0,204.0,224.0,253.0,275.0
YLR328W,NMA1,12,784913.0,786118.0,1,784313.0,784613.0,784702.0,43.0,190.0,122.0,29.0,38.0,58.0,83.0,94.0,125.0,140.0,167.0,182.0,205.0,226.0,242.0
YLR329W,REC102,12,786442.0,787333.0,1,785842.0,786142.0,785600.0,0.0,0.0,1.0,30.0,43.0,57.0,81.0,93.0,120.0,134.0,160.0,170.0,201.0,203.0,236.0
YLR330W,CHS5,12,787664.0,789679.0,1,787064.0,787364.0,787652.0,400.0,1538.0,203.0,38.0,39.0,82.0,82.0,112.0,110.0,143.0,143.0,183.0,187.0,226.0,223.0
YLR332W,MID2,12,790676.0,791806.0,1,790076.0,790376.0,790305.0,7.0,94.0,121.0,30.0,33.0,65.0,73.0,96.0,117.0,131.0,153.0,162.0,195.0,199.0,224.0
YLR333C,RPS25B,12,795899.0,795573.0,-1,796499.0,796199.0,796367.0,96.0,2703.0,860.0,29.0,35.0,62.0,86.0,99.0,121.0,133.0,153.0,168.0,184.0,209.0,212.0
YLR335W,NUP2,12,797430.0,799592.0,1,796830.0,797130.0,797407.0,321.0,1333.0,243.0,31.0,37.0,65.0,74.0,111.0,112.0,145.0,143.0,176.0,174.0,205.0,205.0
YLR336C,SGD1,12,802396.0,799697.0,-1,802996.0,802696.0,802434.0,4.0,59.0,79.0,38.0,36.0,63.0,52.0,94.0,90.0,127.0,128.0,169.0,168.0,217.0,217.0
YLR337C,VRP1,12,805106.0,802653.0,-1,805706.0,805406.0,805171.0,19.0,97.0,59.0,33.0,30.0,76.0,75.0,112.0,109.0,144.0,142.0,176.0,172.0,207.0,204.0
YLR338W,OPI9,12,804346.0,805203.0,1,803746.0,804046.0,803812.0,0.0,0.0,1.0,48.0,51.0,95.0,99.0,150.0,137.0,202.0,178.0,256.0,231.0,312.0,279.0
YLR340W,RPP0,12,805887.0,806825.0,1,805287.0,805587.0,805827.0,6210.0,27813.0,781.0,30.0,26.0,62.0,58.0,90.0,91.0,124.0,123.0,156.0,161.0,193.0,206.0
YLR343W,GAS2,12,816094.0,817761.0,1,815494.0,815794.0,816027.0,1.0,1.0,3.0,40.0,36.0,73.0,69.0,100.0,93.0,129.0,128.0,161.0,161.0,198.0,204.0
YLR344W,RPL26A,12,819312.0,820142.0,1,818712.0,819012.0,819295.0,2949.0,11928.0,787.0,32.0,37.0,81.0,86.0,111.0,114.0,149.0,153.0,185.0,188.0,227.0,226.0
YLR347C,KAP95,12,826413.0,823828.0,-1,827013.0,826713.0,826539.0,7.0,98.0,96.0,33.0,27.0,63.0,62.0,93.0,110.0,136.0,145.0,176.0,177.0,208.0,228.0
YLR348C,DIC1,12,827873.0,826977.0,-1,828473.0,828173.0,827892.0,24.0,299.0,161.0,37.0,35.0,89.0,87.0,144.0,144.0,197.0,192.0,240.0,235.0,287.0,286.0
YLR350W,ORM2,12,828730.0,829380.0,1,828130.0,828430.0,828683.0,8.0,126.0,136.0,36.0,33.0,73.0,85.0,128.0,134.0,171.0,176.0,215.0,227.0,270.0,283.0
YLR351C,NIT3,12,830364.0,829489.0,-1,830964.0,830664.0,830367.0,9.0,230.0,206.0,33.0,32.0,81.0,81.0,115.0,114.0,157.0,156.0,197.0,198.0,239.0,238.0
YLR353W,BUD8,12,834352.0,836163.0,1,833752.0,834052.0,833871.0,21.0,128.0,85.0,32.0,35.0,56.0,71.0,91.0,105.0,119.0,140.0,164.0,175.0,195.0,221.0
YLR354C,TAL1,12,837357.0,836350.0,-1,837957.0,837657.0,837398.0,21.0,323.0,252.0,32.0,32.0,62.0,69.0,108.0,115.0,162.0,167.0,198.0,190.0,228.0,222.0
YLR355C,ILV5,12,839253.0,838066.0,-1,839853.0,839553.0,839332.0,15698.0,29673.0,814.0,27.0,31.0,59.0,73.0,105.0,130.0,162.0,173.0,203.0,219.0,246.0,251.0
YLR356W,ATG33,12,840321.0,840914.0,1,839721.0,840021.0,840290.0,13.0,163.0,224.0,34.0,35.0,70.0,78.0,109.0,112.0,148.0,152.0,178.0,188.0,225.0,230.0
YLR357W,RSC2,12,841331.0,844000.0,1,840731.0,841031.0,841275.0,11.0,45.0,52.0,42.0,37.0,84.0,74.0,115.0,103.0,150.0,146.0,190.0,191.0,242.0,238.0
YLR359W,ADE13,12,844282.0,845730.0,1,843682.0,843982.0,844214.0,34.0,491.0,417.0,34.0,28.0,57.0,67.0,101.0,118.0,153.0,160.0,191.0,197.0,231.0,240.0
YLR360W,VPS38,12,846103.0,847422.0,1,845503.0,845803.0,846029.0,13.0,88.0,107.0,25.0,31.0,58.0,58.0,84.0,81.0,107.0,113.0,144.0,148.0,181.0,196.0
YLR361C,DCR2,12,849124.0,847388.0,-1,849724.0,849424.0,849145.0,5.0,90.0,103.0,31.0,30.0,62.0,61.0,94.0,94.0,142.0,146.0,182.0,183.0,214.0,213.0
